intput,output,type,status
3ayana,fatiguée,adjective
3ayanine,fatigué(e)s,adjective
khfif,léger,adjective
khfifa,légère,adjective
khfef,léger(e)s,adjective
jdid,neuf,adjective
jdida,neuve,adjective
jded,neuf(ve)s,adjective
smin,gros,adjective
smina,grosse,adjective
smen,gros(ses),adjective
mli7,bien,adjective
mli7a,bien,adjective
mle7,biens,adjective
meftou7,ouvert,adjective
meftou7a,ouverte,adjective
meftou7in,ouvert(e)s,adjective
kbir,grand,adjective
kbira,grande,adjective
kbar,grand(e)s,adjective
sghir,petit,adjective
sghira,petite,adjective
sghaar,petit(e)s,adjective
mrid,malade,adjective
mrida,malade,adjective
mrad,malades,adjective
t9qil,lent,adjective
t9qila,lente,adjective
t9el,lent(e)s,adjective
ghali,cher,adjective
ghalia,chère,adjective
ghaliyin,cher(e)s,adjective
maghlou9,fermé,adjective
maghlou9a,fermée,adjective
maghlou9in,fermé(e)s,adjective
3a9al,gentil,adjective
3a9la,gentille,adjective
3a9lin,gentil(le)s,adjective
wa3ar,difficile,adjective
wa3ra,difficile,adjective
wa3rin,difficiles,adjective
s3ib,difficile,adjective
s3iba,difficile,adjective
s3ab,difficiles,adjective
bnin,délicieux,adjective
bnina,délicieuse,adjective
bnaan,délicieux(ses),adjective
faregh,vide,adjective
fergha,vide,adjective
ferghin,vides,adjective
skhoun,chaud,adjective
skhouna,chaude,adjective
skhounin,chaud(e)s,adjective
chbeb,beau,adjective
chebba,belle,adjective
chebbin,beaux/belles,adjective
wadjed,prêt,adjective
wajda,prête,adjective
wajdin,prêt(e)s,adjective
9rib,proche,adjective
9riba,proche,adjective
9rab,proches,adjective
bared,froid,adjective
barda,froide,adjective
bardin,froid(e)s,adjective
touil,long,adjective
touila,longue,adjective
toual,long(ue)s,adjective
sehel,facile,adjective
sehla,facile,adjective
sehlin,faciles,adjective
9ari,instruit,adjective
9aria,instruite,adjective
9aryine,instruit(e)s,adjective
wa9af,debout,adjective
wa9fa,debout,adjective
wa9fine,debout,adjective
9a3ad,assis,adjective
9a3da,assis,adjective
9a3dine,assis(es),adjective
batal,gratuit(e)(s),adjective
9bih,méchant,adjective
9biha,méchante,adjective
9bah,méchant(e)s,adjective
m9ala9,inquiet / impatient,adjective
m9al9a,inquiète / impatiente,adjective
m9al9in,inquiet(e)s / impatient(e)s,adjective
mahboul,fou,adjective
mahboula,folle,adjective
mhabel,fous/folles,adjective
far7an,heureux,adjective
far7ana,heureuse,adjective
far7anin,heureux(ses),adjective
7achman,timide,adjective
7achmana,timide,adjective
7achmanin,timides,adjective
f7el,courageux,adjective
fa7la,courageuse,adjective
f7oula,courageux(ses),adjective
ndif,propre,adjective
ndifa,propre,adjective
ndaf,propres,adjective
n9i,propre,adjective
n9ia,propre,adjective
n9iyin,propres,adjective
chater,dégourdi,adjective
chatra,dégourdie,adjective
chatrin,dégourdis,adjective
chatrat,dégourdies,adjective
mez3ou9,moche,adjective
Mez3ou9a,moche,adjective
mez3ou9in,moches,adjective
rzin,posé,adjective
rzina,posée,adjective
rzan,posé(e)s,adjective
9awi,fort,adjective
9awiya,forte,adjective
9awyin,fort(e)s,adjective
za3fan,énervé,adjective
za3fana,énervée,adjective
za3fin,énervé(e)s,adjective
mwesekh,sale,adjective
mweskha,sale,adjective
mweskhin,sales,adjective
zawali,pauvre,adjective
zawalia,pauvre,adjective
zwawla,pauvres,adjective
maghboun,triste,adjective
maghbouna,triste,adjective
maghbounin,tristes,adjective
7ar,épicé / piment,adjective
7ara,épicée,adjective
7arine,épicé(e)s,adjective
mala7,salé,adjective
mal7a,salée,adjective
mal7in,salé(e)s,adjective
7lou,sucré / adorable,adjective
7louwa,sucrée / adorable,adjective
7louwine,sucré(e)s / adorable,adjective
mamdoud,allongé,adjective
mamdouda,allongée,adjective
mamdoudine,allongé(e)s,adjective
françaoui,français,adjective
françaouia,française,adjective
françis,français(e)s,adjective
dziri,algérien,adjective
dziria,algérienne,adjective
dziriyin,algérien(ne)s,adjective
gawri,européen,adjective
gawria,européenne,adjective
gwer,europén(ne)s,adjective
marouki,marocain,adjective
maroukia,marocaine,adjective
mrarka,marocain(e)s,adjective
tounsi,tunisien,adjective
tounsia,tunisienne,adjective
twensa,tunisien(ne)s,adjective
masri,egyptien,adjective
masria,egyptienne,adjective
msarwa,egyptien(ne)s,adjective
3arbi,arabe,adjective
3arbia,arabe,adjective
3rab,arabes,adjective
mouslim,musulman,adjective
mouslima,musulmane,adjective
mouslimine,musulman(e)s,adjective
massihi,chrétien,adjective
massihia,chrétienne,adjective
massihiyine,chrétien(ne)s,adjective
yhoudi,juif,adjective
yhoudia,juive,adjective
yhoud,juif(ve)s,adjective
ka7louche,noir,adjective
ka7loucha,noire,adjective
k7alech,noir(e)s,adjective
mayet jou3,affamé,adjective
mayta jou3,affamée,adjective
maytin jou3,affamé(e)s,adjective
mayet 3tach,assoifé,adjective
mayta 3tech,assoifée,adjective
maytin 3tech,assoifé(e)s,adjective
chab3an,rassasié,adjective
chab3ana,rassasiée,adjective
chab3anin,rassasié(e)s,adjective
dji3an,faim (h),adjective
dji3ana,faim (f),adjective
dji3anin,faim (p),adjective
3atchane,soif (h),adjective
3atchana,soif (h),adjective
3atchanine,soif (f),adjective
9ar3aj,curieux (p),adjective
9ar3aja,curieuse,adjective
9ar3ajine,curieux(ses),adjective
m3abi,plein,adjective
m3abia,pleine,adjective
m3abyine,plein(e)s,adjective
mezroub,pressé,adjective
mezrouba,pressée,adjective
mezroubin,pressé(e)s,adjective
ghayeb,absent,adjective
ghayba,absente,adjective
ghaybin,absent(e)s,adjective
7adar,présent,adjective
7adra,présente,adjective
7adrine,présent(e)s,adjective
lati,occupé,adjective
latya,occupée,adjective
latyin,occupé(e)s,adjective
khayef,peur,adjective
khayfa,peur,adjective
khayfin,peur,adjective
ra9ad,endormi,adjective
ra9da,endormie,adjective
ra9din,endormi(e)s,adjective
nayed,éveillé,adjective
nayda,éveillée,adjective
naydin,éveillé(e)s,adjective
hayel,enthousiaste,adjective
hayla,enthousiaste,adjective
haylin,enthousiastes,adjective
mbaher,perdu,adjective
mbahra,perdue,adjective
mbahrin,perdu(e)s,adjective
ma7ro9,brûlé,adjective
ma7ro9a,brûlée,adjective
ma7ro9in,brûlé(e)s,adjective
mkasar,cassé,adjective
mkasra,cassée,adjective
mkasrin,cassé(e)s,adjective
mgachech,fâché,adjective
mgacha,fâchée,adjective
mgachin,fâché(e)s,adjective
ghani,riche,adjective
ghaniya,riche,adjective
aghniya,riches,adjective
ghayour,jaloux,adjective
ghayoura,jalouse,adjective
ghayourin,jaloux(ses),adjective
mchamakh,mouillé,adjective
mchamkha,mouillé,adjective
mchamkhin,mouillé(e)s,adjective
nachef,sec,adjective
nachfa,sèche,adjective
nachfin,secs(ches),adjective
niya,naïf / naïve / naïfs(ves),adjective
fassed,pourri,adjective
fassda,pourrie,adjective
fassdin,pourri(e)s,adjective
s7i7,solide,adjective
s7i7a,solide,adjective
s7a7,solide,adjective
rachi,fragile,adjective
rachia,fragile,adjective
rachiyin,fragiles,adjective
mach7a7,radin,adjective
mach7a7a,radine,adjective
mach7a7in,radin(e)s,adjective
krim,généreux,adjective
krima,généreuse,adjective
krimin,généreux(ses),adjective
7assel,bloqué,adjective
7assla,bloquée,adjective
7asslin,bloqué(e)s,adjective
na3san,sommeil,adjective
na3sana,sommeil,adjective
na3sanin,sommeil,adjective
7ili,rusé,adjective
7ilia,rusée,adjective
7iliyin,rusé(e)s,adjective
m9atta3,déchiré,adjective
m9att3a,déchirée,adjective
m9att3in,déchiré(e)s,adjective
mtabbez,abîmé,adjective
mttabza,abîmée,adjective
mttabzin,abîmé(e)s,adjective
9dim,ancien,adjective
9dima,ancienne,adjective
9dam,ancien(ne)s,adjective
mfachech,gâté,adjective
mfachcha,gâtée,adjective
mfachchin,gâté(e)s,adjective
mttafi,crevé,adjective
mttafia,crevée,adjective
mttafin,crevé(e)s,adjective
mach3ol,allumé,adjective
mach3ola,allumée,adjective
mach3olin,allumé(e)s,adjective
ma9lob,retourné,adjective
ma9loba ,retournée,adjective
ma9lobin,retourné(e)s,adjective
bayra,célibataire,adjective
labass,porté,adjective
labssa,portée,adjective
labssin,porté(e)s,adjective
mzawadj,marié,adjective
mzawadja,mariée,adjective
mzawadjin,marié(e)s,adjective
7ayer,inquiet,adjective
7ayra,inquiète,adjective
7ayrin,inquiet(e)s,adjective
tala3,haut,adjective
tal3a,haute,adjective
tal3in,haut(e)s,adjective
habatt,bas,adjective
habta,basse,adjective
habtin,bas(ses),adjective
samatt,insupportable,adjective
samtta,insupportable,adjective
samttin,insupportables,adjective
djafi,dur,adjective
djafia,dure,adjective
djfiyin,dur(e)s,adjective
7nin,doux,adjective
7nina,douce,adjective
7nan,doux(ces),adjective
barhouche,malpoli,adjective
barhoucha,malpolie,adjective
barhouchin,malpoli(e)s,adjective
drif,poli,adjective
drifa,polie,adjective
draaf,poli(e)s,adjective
mrabi,courtois,adjective
mrabia,courtoise,adjective
mrabiyin,courtois(es),adjective
mzayet,gras,adjective
mzayta,grasse,adjective
mzaytin,gras(ses),adjective
bachouch,agréable,adjective
bachoucha,agréable,adjective
bachouchin,agréables,adjective
mchanef,fâché,adjective
mchanfa,fâchée,adjective
mchanfin,fâché(e)s,adjective
Bessif,forcément / obligatoirement,adverb
bark,juste,adverb
bla39al,lentement,adverb
ktar,plus,adverb
belkhaf,rapidement,adverb
mzia,heureusement,adverb
win,où,spacial
mnin,par où / d'où,spacial
me(n),de,spacial
menna,par là,spacial
tri9,direction,spacial
youssra,gauche,spacial
el youssra,à gauche,spacial
youmna,droite,spacial
el youmna,à droite,spacial
9addam,devant,spacial
melor / mourak,derrière,spacial
fo9,en haut,spacial
te7t,en bas,spacial
9bela,tout droit,spacial
lil (le-),à/au (vers),spacial
fi (fe-),à/au (fixe),spacial
hna,ici,spacial
hnek / tema,là-bas,spacial
lhik,là,spacial
mena,par là,spacial
plaza,endroit / lieu,place
qaddem,à côté,spacial
dair / djiet,autour,spacial
men djihet,du côté,spacial
fi djwayeh / djihat,aux environs,spacial
koulchi / keemel,tout,adverb
chouya,un peu,adverb
ga3,tous,adverb
qrib,presque,spacial
ghir,seulement / dès que,adverb
bezef,beaucoup,adverb
dekhel,à l'intérieur / dedans,spacial
berra,à l'extérieur / dehors,spacial
fe,dans,spacial
hada,ce (masculin),spacial
hadi,ce (féminin),spacial
hadak - dak,celui (loin),spacial
hadik - dik,celle (loin),spacial
hadouk -douk,ceux (loin),spacial
hadu,ce (pluriel),spacial
hahu,voilà (masc),spacial
hahi,voilà (fém),spacial
hahum,voilà (plur),spacial
had,ce / cet / cette,spacial
mdina,ville,place
3and,chez,place
bit er-rqad,chambre,place
el7ebta,la descente,spacial
ettel3a,la montée,spacial
ettri9,la rue,place
men 3endna,proche de chez nous,spacial
7ouma,quartier,place
dakhla,l'entrée,place
lkharja ,la sortie,place
zon9a,la rue,place
ghorba,à l'étranger,place
wo9tech,quand,temporal
ki,lorsque,temporal
wa9t,temps,temporal
el bara7,hier,temporal
loul bara7,avant hier,temporal
lioum,aujourd'hui / un jour,temporal
ghedwa,demain,temporal
ghir ghedwa,après demain,temporal
doka / dorka,maintenant,temporal
temtem,tout de suite,temporal
9bel / moqbel,avant,temporal
9eblek,avant toi,temporal
mor,après,temporal
oumba3d,plus tard,temporal
sba7,matin,temporal
ftour / dhorhan,midi,temporal
la3chiya,après-midi / soir,temporal
essehra,soirée,temporal
leyl / f-elill,nuit,temporal
7etta,jusqu'à,temporal
min,à partir,temporal
kif kif / medem,en meme temps,temporal
min ... hta,de ... à ...,temporal
men dork,dès maintenant,temporal
fi,pendant,temporal
el had,dimanche,temporal
etnin,lundi,temporal
etleta,mardi,temporal
lerab3,mercredi,temporal
lekhmis,jeudi,temporal
eldjem3,vendredi,temporal
esebt,samedi,temporal
seconde,seconde,temporal
tqiqa,minute,temporal
tqayeq,minutes,temporal
se3a,heure,temporal
swaya3,heures,temporal
n'ar,Un jour,temporal
liem / liemet,jours,temporal
smana,semaine,temporal
smenet,semaines,temporal
ch'ar,mois,temporal
3am,année / an,temporal
sna,années / ans,temporal
snin,années,temporal
abadan,jamais,temporal
osbo3yan,hebdomadaire,temporal
chahryan,mensuel,temporal
mindek,quelques fois,temporal
ghali ben,souvent,temporal
daymen / dima,toujours,temporal
hadawin,venir de,temporal
hedi mouda,ça fait longtemps,temporal
mudda,durée,temporal
ma zal / ma zalet,pas encore / il en reste,temporal
koul lioum,tous les jours,temporal
n'ar kaamel / ga3 n'ar,toute la journée,temporal
bekri,tôt,temporal
el7el,tard,temporal
mara wa7da fi,une fois par,temporal
melli,depuis,temporal
djwayeh,environ,temporal
ta3 essba7,du matin,temporal
ta3 le3chiya / ta3 elil,du soir,temporal
3a elwa7da,à 1h,temporal
3a ezzoudj,à 2h,temporal
3a etlaata,à 3h,temporal
3a erreb3a,à 4h,temporal
3a elkhemsa,à 5h,temporal
3a esseta,à 6h,temporal
3a esseb3a,à 7h,temporal
3a etmenya,à 8h,temporal
3a ettes3a,à 9h,temporal
3a el3echra,à 10h,temporal
3a el7deech,à 11h,temporal
3a ettnach,à 12h,temporal
séf,été,temporal
lakhriif,automne,temporal
chta,hiver / pluie,temporal
rbi3,printemps,temporal
yenayer,janvier,temporal
febrayer,février,temporal
mars,mars,temporal
abril,avril,temporal
may,mai,temporal
yonyo,juin,temporal
yolyoz,juillet,temporal
ghost,août,temporal
chotambir,septembre,temporal
october,octobre,temporal
nowambir,novembre,temporal
dojambir,décembre,temporal
koul mara,souvent / tout le temps,temporal
belek / wa9il,peut-être,adverb
jaya,prochaine,temporal
tashar,tard,temporal
smana li fatet,semaine passée,temporal
ch'ar li fat,mois passé,temporal
l3am li fat,l'année passée,temporal
smana el djaya,semaine prochaine,temporal
ch'ar el djay,mois prochain,temporal
l3am el djay,l'année prochaine,temporal
lmara li fatet,la fois passée,temporal
3andi ch7al ma,ça fait longtemps que je + verbe passé,temporal
msba7,ça fait un moment,temporal
mara loula,la première fois,temporal
set chhour,six mois,temporal
min dek,des fois,temporal
khdar,vert,color
k7el,noir,color
biod,blanc,color
zra9,bleu,color
khokhe,rose,color
7mor,rouge,color
9ahwi,marron,color
beba,mon père,person
yemma,ma mère,person
djadi / djadou,mon grand père,person
djadati / mani,ma grand mère,person
3mi / 3mou,mon oncle (paternel),person
7ali / 7alou / Khali,mon oncle (maternel),person
3mti / khalti,ma tante,person
wlid + 3mi/kahli/3mti/khalti,mon cousin,person
bent + 3mi/kahli/3mti/khalti,ma cousine,person
khouya,mon frère,person
khti,ma soeur,person
khout,la soeur de,person
khouatet,soeurs,person
khou,le frère de,person
khawa,frères,person
wliidi,mon fils,person
tfal,garçon,person
tafla,fille,person
benti,ma fille,person
morti,ma femme,person
radjli,mon mari,person
nsib / lousi,mon beau-frère,person
sitbi / lousta,ma belle-soeur,person
nsibi / sheikhi,mon beau père,person
wlif,fils,person
drari,enfant,person
bent,fille (de),person
bnet,filles (de),person
etefla,une fille,person
wlidi,mon fils,person
radjel,homme,person
rdjal,hommes,person
mra / nsa,femme,person
mwalin / walidin / maliya,parents,person
waldiya,mes parents,person
el 3ayla,la famille,person
m3ya,Avec moi,person
m3ak,Avec toi,person
m3ah,Avec lui,person
m3aha,Avec elle,person
m3ana,Avec nous,person
m3akoum,Avec vous,person
m3ahoum,Avec eux,person
m3a,avec (objet non physique),person
bel,avec (objet physique) ,person
liya,pour moi,person
lik,pour toi,person
lih,pour lui,person
liha,pour elle,person
lina,pour nous,person
likoum,pour vous,person
lihoum,pour eux,person
kayn ghachi,il y a du monde,person
ma kayn 7ata wahad,il n'y a personne,person
s7ab,ami,person
sa7ab,amis,person
kheddem,travailleur,person
kheddema,travailleuse,person
kheddamin,traveilleurs,person
fi ra7ba / m3a ba3dana,ensemble,person
m3a dar,en famille,person
7ata wa7ad,personne,person
cha3b,population,person
moul,propriétaire,person
bla biya,sans moi,person
bla bik,sans toi,person
bla bih,sans lui,person
bla biha,sans elle,person
bla bina,sans nous,person
bla bikoum,sans vous,person
bla blihoum,sans eux,person
sifr,0,number
wa7ed,1,number
zoudj,2,number
tleta,3,number
rab3a,4,number
khamsa,5,number
seta,6,number
seb3a,7,number
tmenya,8,number
tes3a,9,number
3achra,10,number
7dech,11,number
tnach,12,number
tletach,13,number
rba3tach,14,number
khmestach,15,number
settach,16,number
sb3tach,17,number
tmentach,18,number
tsa3tach,19,number
3echrin,20,number
wa7ed o 3achrin,21,number
tnin o 3achrin,22,number
tleta o 3achrin,23,number
rab3a o 3achrin,24,number
khamsa o 3achrin,25,number
seta o 3achrin,26,number
seb3a o 3achrin,27,number
tmenya o 3achrin,28,number
tes3a o 3achrin,29,number
tletin,30,number
khamsa o tletin,35,number
rab3in,40,number
khamsa o rab3in,45,number
khamsin,50,number
khamsa o khamsin,55,number
stin,60,number
khamsa o stin,65,number
seb3in,70,number
khamsa o seb3in,75,number
tmenin,80,number
khamsa o tmenin,85,number
tes3in,90,number
khamsa o tes3in,95,number
mia,100,number
mia o 3achra,110,number
mia o 3achrin,120,number
mia o wa7ed o 3achrin,121,number
mia o tletin,130,number
mia o rab3in,140,number
mia o khamsin,150,number
mitin,200,number
mitin o khamsin,250,number
tletmia,300,number
tletmia o khamsin,350,number
rab3mia,400,number
rab3mia o khamsin,450,number
khamsmia,500,number
khamsmia khamsin,550,number
sitmia,600,number
sit mia o khamsin,650,number
seb3mia,700,number
seb3mia o khamsin,750,number
tmenmia,800,number
tmenmia o khamsin,850,number
tes3mia,900,number
tes3mia o khamsin,950,number
elf,1000,number
elf o mia,1100,number
elf o mitin,1200,number
elf o tlatemia,1300,number
elf o rab3emia,1400,number
elf o khamsemia,1500,number
elf o setemia,1600,number
elf o seb3emia,1700,number
elf o tmenemia,1800,number
elf o tes3emia,1900,number
elfin,2000,number
elfin o khamsemia,2500,number
tlet alef,3000,number
tlet alef o khamsemia,3500,number
rab3a alef,4000,number
Rab3a alfe o khamsemia,4500,number
khamsa elf,5000,number
khamsa elf o khamsemia,5500,number
seta elf,6000,number
seta elf o khamsemia,6500,number
seb3a elf,7000,number
seb3a elf o khamsemia,7500,number
tmenia elf,8000,number
tmenia elef o khamsemia,8500,number
tes3a elf,9000,number
tes3a elf o khamsemia,9500,number
3achra elf,10000,number
7dachn elf,11000,number
tnachn elf,12000,number
tlatachn elf,13000,number
rab3atachn elf,14000,number
khemstachn elf,15000,number
settachn elf,16000,number
seb3atachn elf,17000,number
tamantachn elf,18000,number
tes3atachn elf,19000,number
3ichrin elf,20000,number
Khamsa o 3ichrine elf,25000,number
khamsine elef,50000,number
mia elf,100000,number
mitin elf,200000,number
tletmi elf,300000,number
rab3mia elf,400000,number
khamsmia elf,500000,number
setemia elf,600000,number
seb3mia elf,700000,number
tmenmia elf,800000,number
tes3mia elf,900000,number
million,1000000,number
zoudj mlayen,2000000,number
3echra mlayen,10000000,number
7al ,solution,noun
ta9a,fenêtre,home
7aal,atmosphère / climat / temps,noun
zebda ,beurre,food
bagra,vâche,animal
ma3djoun,configure,food
mechmech,abricot,food
bid,oeuf,food
batta,boîte,food
bayatt,boîtes,food
7missa,pois chiche,food
3des,lentilles,food
loubia,haricots,food
koulich,tout,adverb
lokher,l'autre (m),personne
lokhra,l'autre (f),personne
f nhar,pendant la journée,temporal
yfacheche,il gâte,verb
yasref,il dépense,verb
nefs,la même,adverb
kter,le plus,adverb
